filename,syllable,tone,tone_description,pitch_adjusted
wav-syllables/fou6.wav,fou,6,neutral (high),true
wav-syllables/fu1.wav,fu,1,high level,true
wav-syllables/fu2.wav,fu,2,rising,false
wav-syllables/fu3.wav,fu,3,low dipping (half),false
wav-syllables/fu4.wav,fu,4,falling,false
wav-syllables/fu5.wav,fu,5,neutral,false
wav-syllables/fu6.wav,fu,6,neutral (high),true
wav-syllables/ga1.wav,ga,1,high level,true
wav-syllables/ga2.wav,ga,2,rising,false
wav-syllables/ga3.wav,ga,3,low dipping (half),false
wav-syllables/ga4.wav,ga,4,falling,false
wav-syllables/ga5.wav,ga,5,neutral,false
wav-syllables/ga6.wav,ga,6,neutral (high),true
wav-syllables/gai1.wav,gai,1,high level,true
wav-syllables/gai2.wav,gai,2,rising,false
wav-syllables/gai3.wav,gai,3,low dipping (half),false
wav-syllables/gai4.wav,gai,4,falling,false
wav-syllables/gai5.wav,gai,5,neutral,false
wav-syllables/gai6.wav,gai,6,neutral (high),true
wav-syllables/gan1.wav,gan,1,high level,true
wav-syllables/gan2.wav,gan,2,rising,false
wav-syllables/gan3.wav,gan,3,low dipping (half),false
wav-syllables/gan4.wav,gan,4,falling,false
wav-syllables/gan5.wav,gan,5,neutral,false
wav-syllables/gan6.wav,gan,6,neutral (high),true
wav-syllables/gang1.wav,gang,1,high level,true
wav-syllables/gang2.wav,gang,2,rising,false
wav-syllables/gang3.wav,gang,3,low dipping (half),false
wav-syllables/gang4.wav,gang,4,falling,false
wav-syllables/gang5.wav,gang,5,neutral,false
wav-syllables/gang6.wav,gang,6,neutral (high),true
wav-syllables/gao1.wav,gao,1,high level,true
wav-syllables/gao2.wav,gao,2,rising,false
wav-syllables/gao3.wav,gao,3,low dipping (half),false
wav-syllables/gao4.wav,gao,4,falling,false
wav-syllables/gao5.wav,gao,5,neutral,false
wav-syllables/gao6.wav,gao,6,neutral (high),true
wav-syllables/ge1.wav,ge,1,high level,true
wav-syllables/ge2.wav,ge,2,rising,false
wav-syllables/ge3.wav,ge,3,low dipping (half),false
wav-syllables/ge4.wav,ge,4,falling,false
wav-syllables/ge5.wav,ge,5,neutral,false
wav-syllables/ge6.wav,ge,6,neutral (high),true
wav-syllables/gei1.wav,gei,1,high level,true
wav-syllables/gei2.wav,gei,2,rising,false
wav-syllables/gei3.wav,gei,3,low dipping (half),false
wav-syllables/gei4.wav,gei,4,falling,false
wav-syllables/gei5.wav,gei,5,neutral,false
wav-syllables/gei6.wav,gei,6,neutral (high),true
wav-syllables/gen1.wav,gen,1,high level,true
wav-syllables/gen2.wav,gen,2,rising,false
wav-syllables/gen3.wav,gen,3,low dipping (half),false
wav-syllables/gen4.wav,gen,4,falling,false
wav-syllables/gen5.wav,gen,5,neutral,false
wav-syllables/gen6.wav,gen,6,neutral (high),true
wav-syllables/geng1.wav,geng,1,high level,true
wav-syllables/geng2.wav,geng,2,rising,false
wav-syllables/geng3.wav,geng,3,low dipping (half),false
wav-syllables/geng4.wav,geng,4,falling,false
wav-syllables/geng5.wav,geng,5,neutral,false
wav-syllables/geng6.wav,geng,6,neutral (high),true
wav-syllables/gong1.wav,gong,1,high level,true
wav-syllables/gong2.wav,gong,2,rising,false
wav-syllables/gong3.wav,gong,3,low dipping (half),false
wav-syllables/gong4.wav,gong,4,falling,false
wav-syllables/gong5.wav,gong,5,neutral,false
wav-syllables/gong6.wav,gong,6,neutral (high),true
wav-syllables/gou1.wav,gou,1,high level,true
wav-syllables/gou2.wav,gou,2,rising,false
wav-syllables/gou3.wav,gou,3,low dipping (half),false
wav-syllables/gou4.wav,gou,4,falling,false
wav-syllables/gou5.wav,gou,5,neutral,false
wav-syllables/gou6.wav,gou,6,neutral (high),true
wav-syllables/gu1.wav,gu,1,high level,true
wav-syllables/gu2.wav,gu,2,rising,false
wav-syllables/gu3.wav,gu,3,low dipping (half),false
wav-syllables/gu4.wav,gu,4,falling,false
wav-syllables/gu5.wav,gu,5,neutral,false
wav-syllables/gu6.wav,gu,6,neutral (high),true
wav-syllables/gua1.wav,gua,1,high level,true
wav-syllables/gua2.wav,gua,2,rising,false
wav-syllables/gua3.wav,gua,3,low dipping (half),false
wav-syllables/gua4.wav,gua,4,falling,false
wav-syllables/gua5.wav,gua,5,neutral,false
wav-syllables/gua6.wav,gua,6,neutral (high),true
wav-syllables/guai1.wav,guai,1,high level,true
wav-syllables/guai2.wav,guai,2,rising,false
wav-syllables/guai3.wav,guai,3,low dipping (half),false
wav-syllables/guai4.wav,guai,4,falling,false
wav-syllables/guai5.wav,guai,5,neutral,false
wav-syllables/guai6.wav,guai,6,neutral (high),true
wav-syllables/guan1.wav,guan,1,high level,true
wav-syllables/guan2.wav,guan,2,rising,false
wav-syllables/guan3.wav,guan,3,low dipping (half),false
wav-syllables/guan4.wav,guan,4,falling,false
wav-syllables/guan5.wav,guan,5,neutral,false
wav-syllables/guan6.wav,guan,6,neutral (high),true
wav-syllables/guang1.wav,guang,1,high level,true
wav-syllables/guang2.wav,guang,2,rising,false
wav-syllables/guang3.wav,guang,3,low dipping (half),false
wav-syllables/guang4.wav,guang,4,falling,false
wav-syllables/guang5.wav,guang,5,neutral,false
wav-syllables/guang6.wav,guang,6,neutral (high),true
wav-syllables/gui1.wav,gui,1,high level,true
wav-syllables/gui2.wav,gui,2,rising,false
wav-syllables/gui3.wav,gui,3,low dipping (half),false
wav-syllables/gui4.wav,gui,4,falling,false
wav-syllables/gui5.wav,gui,5,neutral,false
wav-syllables/gui6.wav,gui,6,neutral (high),true
wav-syllables/gun1.wav,gun,1,high level,true
wav-syllables/gun2.wav,gun,2,rising,false
wav-syllables/gun3.wav,gun,3,low dipping (half),false
wav-syllables/gun4.wav,gun,4,falling,false
wav-syllables/gun5.wav,gun,5,neutral,false
wav-syllables/gun6.wav,gun,6,neutral (high),true
wav-syllables/guo1.wav,guo,1,high level,true
wav-syllables/guo2.wav,guo,2,rising,false
wav-syllables/guo3.wav,guo,3,low dipping (half),false
wav-syllables/guo4.wav,guo,4,falling,false
wav-syllables/guo5.wav,guo,5,neutral,false
wav-syllables/guo6.wav,guo,6,neutral (high),true
wav-syllables/ha1.wav,ha,1,high level,true
wav-syllables/ha2.wav,ha,2,rising,false
wav-syllables/ha3.wav,ha,3,low dipping (half),false
wav-syllables/ha4.wav,ha,4,falling,false
wav-syllables/ha5.wav,ha,5,neutral,false
wav-syllables/ha6.wav,ha,6,neutral (high),true
wav-syllables/hai1.wav,hai,1,high level,true
wav-syllables/hai2.wav,hai,2,rising,false
wav-syllables/hai3.wav,hai,3,low dipping (half),false
wav-syllables/hai4.wav,hai,4,falling,false
wav-syllables/hai5.wav,hai,5,neutral,false
wav-syllables/hai6.wav,hai,6,neutral (high),true
wav-syllables/han1.wav,han,1,high level,true
wav-syllables/han2.wav,han,2,rising,false
wav-syllables/han3.wav,han,3,low dipping (half),false
wav-syllables/han4.wav,han,4,falling,false
wav-syllables/han5.wav,han,5,neutral,false
wav-syllables/han6.wav,han,6,neutral (high),true
wav-syllables/hang1.wav,hang,1,high level,true
wav-syllables/hang2.wav,hang,2,rising,false
wav-syllables/hang3.wav,hang,3,low dipping (half),false
wav-syllables/hang4.wav,hang,4,falling,false
wav-syllables/hang5.wav,hang,5,neutral,false
wav-syllables/hang6.wav,hang,6,neutral (high),true
wav-syllables/hao1.wav,hao,1,high level,true
wav-syllables/hao2.wav,hao,2,rising,false
wav-syllables/hao3.wav,hao,3,low dipping (half),false
wav-syllables/hao4.wav,hao,4,falling,false
wav-syllables/hao5.wav,hao,5,neutral,false
wav-syllables/hao6.wav,hao,6,neutral (high),true
wav-syllables/he1.wav,he,1,high level,true
wav-syllables/he2.wav,he,2,rising,false
wav-syllables/he3.wav,he,3,low dipping (half),false
wav-syllables/he4.wav,he,4,falling,false
wav-syllables/he5.wav,he,5,neutral,false
wav-syllables/he6.wav,he,6,neutral (high),true
wav-syllables/hei1.wav,hei,1,high level,true
wav-syllables/hei2.wav,hei,2,rising,false
wav-syllables/hei3.wav,hei,3,low dipping (half),false
wav-syllables/hei4.wav,hei,4,falling,false
wav-syllables/hei5.wav,hei,5,neutral,false
wav-syllables/hei6.wav,hei,6,neutral (high),true
wav-syllables/hen1.wav,hen,1,high level,true
wav-syllables/hen2.wav,hen,2,rising,false
wav-syllables/hen3.wav,hen,3,low dipping (half),false
wav-syllables/hen4.wav,hen,4,falling,false
wav-syllables/hen5.wav,hen,5,neutral,false
wav-syllables/hen6.wav,hen,6,neutral (high),true
wav-syllables/heng1.wav,heng,1,high level,true
wav-syllables/heng2.wav,heng,2,rising,false
wav-syllables/heng3.wav,heng,3,low dipping (half),false
wav-syllables/heng4.wav,heng,4,falling,false
wav-syllables/heng5.wav,heng,5,neutral,false
wav-syllables/heng6.wav,heng,6,neutral (high),true
wav-syllables/hong1.wav,hong,1,high level,true
wav-syllables/hong2.wav,hong,2,rising,false
wav-syllables/hong3.wav,hong,3,low dipping (half),false
wav-syllables/hong4.wav,hong,4,falling,false
wav-syllables/hong5.wav,hong,5,neutral,false
wav-syllables/hong6.wav,hong,6,neutral (high),true
wav-syllables/hou1.wav,hou,1,high level,true
wav-syllables/hou2.wav,hou,2,rising,false
wav-syllables/hou3.wav,hou,3,low dipping (half),false
wav-syllables/hou4.wav,hou,4,falling,false
wav-syllables/hou5.wav,hou,5,neutral,false
wav-syllables/hou6.wav,hou,6,neutral (high),true
wav-syllables/hu1.wav,hu,1,high level,true
wav-syllables/hu2.wav,hu,2,rising,false
wav-syllables/hu3.wav,hu,3,low dipping (half),false
wav-syllables/hu4.wav,hu,4,falling,false
wav-syllables/hu5.wav,hu,5,neutral,false
wav-syllables/hu6.wav,hu,6,neutral (high),true
wav-syllables/hua1.wav,hua,1,high level,true
wav-syllables/hua2.wav,hua,2,rising,false
wav-syllables/hua3.wav,hua,3,low dipping (half),false
wav-syllables/hua4.wav,hua,4,falling,false
wav-syllables/hua5.wav,hua,5,neutral,false
wav-syllables/hua6.wav,hua,6,neutral (high),true
wav-syllables/huai1.wav,huai,1,high level,true
wav-syllables/huai2.wav,huai,2,rising,false
wav-syllables/huai3.wav,huai,3,low dipping (half),false
wav-syllables/huai4.wav,huai,4,falling,false
wav-syllables/huai5.wav,huai,5,neutral,false
wav-syllables/huai6.wav,huai,6,neutral (high),true
wav-syllables/huan1.wav,huan,1,high level,true
wav-syllables/huan2.wav,huan,2,rising,false
wav-syllables/huan3.wav,huan,3,low dipping (half),false
wav-syllables/huan4.wav,huan,4,falling,false
wav-syllables/huan5.wav,huan,5,neutral,false
wav-syllables/huan6.wav,huan,6,neutral (high),true
wav-syllables/huang1.wav,huang,1,high level,true
wav-syllables/huang2.wav,huang,2,rising,false
wav-syllables/huang3.wav,huang,3,low dipping (half),false
wav-syllables/huang4.wav,huang,4,falling,false
wav-syllables/huang5.wav,huang,5,neutral,false
wav-syllables/huang6.wav,huang,6,neutral (high),true
wav-syllables/hui1.wav,hui,1,high level,true
wav-syllables/hui2.wav,hui,2,rising,false
wav-syllables/hui3.wav,hui,3,low dipping (half),false
wav-syllables/hui4.wav,hui,4,falling,false
wav-syllables/hui5.wav,hui,5,neutral,false
wav-syllables/hui6.wav,hui,6,neutral (high),true
wav-syllables/hun1.wav,hun,1,high level,true
wav-syllables/hun2.wav,hun,2,rising,false
wav-syllables/hun3.wav,hun,3,low dipping (half),false
wav-syllables/hun4.wav,hun,4,falling,false
wav-syllables/hun5.wav,hun,5,neutral,false
wav-syllables/hun6.wav,hun,6,neutral (high),true
wav-syllables/huo1.wav,huo,1,high level,true
wav-syllables/huo2.wav,huo,2,rising,false
wav-syllables/huo3.wav,huo,3,low dipping (half),false
wav-syllables/huo4.wav,huo,4,falling,false
wav-syllables/huo5.wav,huo,5,neutral,false
wav-syllables/huo6.wav,huo,6,neutral (high),true
wav-syllables/ji1.wav,ji,1,high level,true
wav-syllables/ji2.wav,ji,2,rising,false
wav-syllables/ji3.wav,ji,3,low dipping (half),false
wav-syllables/ji4.wav,ji,4,falling,false
wav-syllables/ji5.wav,ji,5,neutral,false
wav-syllables/ji6.wav,ji,6,neutral (high),true
wav-syllables/jia1.wav,jia,1,high level,true
wav-syllables/jia2.wav,jia,2,rising,false
wav-syllables/jia3.wav,jia,3,low dipping (half),false
wav-syllables/jia4.wav,jia,4,falling,false
wav-syllables/jia5.wav,jia,5,neutral,false
wav-syllables/jia6.wav,jia,6,neutral (high),true
wav-syllables/jian1.wav,jian,1,high level,true
wav-syllables/jian2.wav,jian,2,rising,false
wav-syllables/jian3.wav,jian,3,low dipping (half),false
wav-syllables/jian4.wav,jian,4,falling,false
wav-syllables/jian5.wav,jian,5,neutral,false
wav-syllables/jian6.wav,jian,6,neutral (high),true
wav-syllables/jiang1.wav,jiang,1,high level,true
wav-syllables/jiang2.wav,jiang,2,rising,false
wav-syllables/jiang3.wav,jiang,3,low dipping (half),false
wav-syllables/jiang4.wav,jiang,4,falling,false
wav-syllables/jiang5.wav,jiang,5,neutral,false
wav-syllables/jiang6.wav,jiang,6,neutral (high),true
wav-syllables/jiao1.wav,jiao,1,high level,true
wav-syllables/jiao2.wav,jiao,2,rising,false
wav-syllables/jiao3.wav,jiao,3,low dipping (half),false
wav-syllables/jiao4.wav,jiao,4,falling,false
wav-syllables/jiao5.wav,jiao,5,neutral,false
wav-syllables/jiao6.wav,jiao,6,neutral (high),true
wav-syllables/jie1.wav,jie,1,high level,true
wav-syllables/jie2.wav,jie,2,rising,false
wav-syllables/jie3.wav,jie,3,low dipping (half),false
wav-syllables/jie4.wav,jie,4,falling,false
wav-syllables/jie5.wav,jie,5,neutral,false
wav-syllables/jie6.wav,jie,6,neutral (high),true
wav-syllables/jin1.wav,jin,1,high level,true
wav-syllables/jin2.wav,jin,2,rising,false
wav-syllables/jin3.wav,jin,3,low dipping (half),false
wav-syllables/jin4.wav,jin,4,falling,false
wav-syllables/jin5.wav,jin,5,neutral,false
wav-syllables/jin6.wav,jin,6,neutral (high),true
wav-syllables/jing1.wav,jing,1,high level,true
wav-syllables/jing2.wav,jing,2,rising,false
wav-syllables/jing3.wav,jing,3,low dipping (half),false
wav-syllables/jing4.wav,jing,4,falling,false
wav-syllables/jing5.wav,jing,5,neutral,false
wav-syllables/jing6.wav,jing,6,neutral (high),true
wav-syllables/jiong1.wav,jiong,1,high level,true
wav-syllables/jiong2.wav,jiong,2,rising,false
wav-syllables/jiong3.wav,jiong,3,low dipping (half),false
wav-syllables/jiong4.wav,jiong,4,falling,false
wav-syllables/jiong5.wav,jiong,5,neutral,false
wav-syllables/jiong6.wav,jiong,6,neutral (high),true
wav-syllables/jiu1.wav,jiu,1,high level,true
wav-syllables/jiu2.wav,jiu,2,rising,false
wav-syllables/jiu3.wav,jiu,3,low dipping (half),false
wav-syllables/jiu4.wav,jiu,4,falling,false
wav-syllables/jiu5.wav,jiu,5,neutral,false
wav-syllables/jiu6.wav,jiu,6,neutral (high),true
wav-syllables/ju1.wav,ju,1,high level,true
wav-syllables/ju2.wav,ju,2,rising,false
wav-syllables/ju3.wav,ju,3,low dipping (half),false
wav-syllables/ju4.wav,ju,4,falling,false
wav-syllables/ju5.wav,ju,5,neutral,false
wav-syllables/ju6.wav,ju,6,neutral (high),true
wav-syllables/juan1.wav,juan,1,high level,true
wav-syllables/juan2.wav,juan,2,rising,false
wav-syllables/juan3.wav,juan,3,low dipping (half),false
wav-syllables/juan4.wav,juan,4,falling,false
wav-syllables/juan5.wav,juan,5,neutral,false
wav-syllables/juan6.wav,juan,6,neutral (high),true
wav-syllables/jue1.wav,jue,1,high level,true
wav-syllables/jue2.wav,jue,2,rising,false
wav-syllables/jue3.wav,jue,3,low dipping (half),false
wav-syllables/jue4.wav,jue,4,falling,false
wav-syllables/jue5.wav,jue,5,neutral,false
wav-syllables/jue6.wav,jue,6,neutral (high),true
wav-syllables/jun1.wav,jun,1,high level,true
wav-syllables/jun2.wav,jun,2,rising,false
wav-syllables/jun3.wav,jun,3,low dipping (half),false
wav-syllables/jun4.wav,jun,4,falling,false
wav-syllables/jun5.wav,jun,5,neutral,false
wav-syllables/jun6.wav,jun,6,neutral (high),true
wav-syllables/ka1.wav,ka,1,high level,true
wav-syllables/ka2.wav,ka,2,rising,false
wav-syllables/ka3.wav,ka,3,low dipping (half),false
wav-syllables/ka4.wav,ka,4,falling,false
wav-syllables/ka5.wav,ka,5,neutral,false
wav-syllables/ka6.wav,ka,6,neutral (high),true
wav-syllables/kai1.wav,kai,1,high level,true
wav-syllables/kai2.wav,kai,2,rising,false
wav-syllables/kai3.wav,kai,3,low dipping (half),false
wav-syllables/kai4.wav,kai,4,falling,false
wav-syllables/kai5.wav,kai,5,neutral,false
wav-syllables/kai6.wav,kai,6,neutral (high),true
wav-syllables/kan1.wav,kan,1,high level,true
wav-syllables/kan2.wav,kan,2,rising,false
wav-syllables/kan3.wav,kan,3,low dipping (half),false
wav-syllables/kan4.wav,kan,4,falling,false
wav-syllables/kan5.wav,kan,5,neutral,false
wav-syllables/kan6.wav,kan,6,neutral (high),true
wav-syllables/kang1.wav,kang,1,high level,true
wav-syllables/kang2.wav,kang,2,rising,false
wav-syllables/kang3.wav,kang,3,low dipping (half),false
wav-syllables/kang4.wav,kang,4,falling,false
wav-syllables/kang5.wav,kang,5,neutral,false
wav-syllables/kang6.wav,kang,6,neutral (high),true
wav-syllables/kao1.wav,kao,1,high level,true
wav-syllables/kao2.wav,kao,2,rising,false
wav-syllables/kao3.wav,kao,3,low dipping (half),false
wav-syllables/kao4.wav,kao,4,falling,false
wav-syllables/kao5.wav,kao,5,neutral,false
wav-syllables/kao6.wav,kao,6,neutral (high),true
wav-syllables/ke1.wav,ke,1,high level,true
wav-syllables/ke2.wav,ke,2,rising,false
wav-syllables/ke3.wav,ke,3,low dipping (half),false
wav-syllables/ke4.wav,ke,4,falling,false
wav-syllables/ke5.wav,ke,5,neutral,false
wav-syllables/ke6.wav,ke,6,neutral (high),true
wav-syllables/kei1.wav,kei,1,high level,true
wav-syllables/kei2.wav,kei,2,rising,false
wav-syllables/kei3.wav,kei,3,low dipping (half),false
wav-syllables/kei4.wav,kei,4,falling,false
wav-syllables/kei5.wav,kei,5,neutral,false
wav-syllables/kei6.wav,kei,6,neutral (high),true
wav-syllables/ken1.wav,ken,1,high level,true
wav-syllables/ken2.wav,ken,2,rising,false
wav-syllables/ken3.wav,ken,3,low dipping (half),false
wav-syllables/ken4.wav,ken,4,falling,false
wav-syllables/ken5.wav,ken,5,neutral,false
wav-syllables/ken6.wav,ken,6,neutral (high),true
wav-syllables/keng1.wav,keng,1,high level,true
wav-syllables/keng2.wav,keng,2,rising,false
wav-syllables/keng3.wav,keng,3,low dipping (half),false
wav-syllables/keng4.wav,keng,4,falling,false
wav-syllables/keng5.wav,keng,5,neutral,false
wav-syllables/keng6.wav,keng,6,neutral (high),true
wav-syllables/kong1.wav,kong,1,high level,true
wav-syllables/kong2.wav,kong,2,rising,false
wav-syllables/kong3.wav,kong,3,low dipping (half),false
wav-syllables/kong4.wav,kong,4,falling,false
wav-syllables/kong5.wav,kong,5,neutral,false
wav-syllables/kong6.wav,kong,6,neutral (high),true
wav-syllables/kou1.wav,kou,1,high level,true
wav-syllables/kou2.wav,kou,2,rising,false
wav-syllables/kou3.wav,kou,3,low dipping (half),false
wav-syllables/kou4.wav,kou,4,falling,false
wav-syllables/kou5.wav,kou,5,neutral,false
wav-syllables/kou6.wav,kou,6,neutral (high),true
wav-syllables/ku1.wav,ku,1,high level,true
wav-syllables/ku2.wav,ku,2,rising,false
wav-syllables/ku3.wav,ku,3,low dipping (half),false
wav-syllables/ku4.wav,ku,4,falling,false
wav-syllables/ku5.wav,ku,5,neutral,false
wav-syllables/ku6.wav,ku,6,neutral (high),true
wav-syllables/kua1.wav,kua,1,high level,true
wav-syllables/kua2.wav,kua,2,rising,false
wav-syllables/kua3.wav,kua,3,low dipping (half),false
wav-syllables/kua4.wav,kua,4,falling,false
wav-syllables/kua5.wav,kua,5,neutral,false
wav-syllables/kua6.wav,kua,6,neutral (high),true
wav-syllables/kuai1.wav,kuai,1,high level,true
wav-syllables/kuai2.wav,kuai,2,rising,false
wav-syllables/kuai3.wav,kuai,3,low dipping (half),false
wav-syllables/kuai4.wav,kuai,4,falling,false
wav-syllables/kuai5.wav,kuai,5,neutral,false
wav-syllables/kuai6.wav,kuai,6,neutral (high),true
wav-syllables/kuan1.wav,kuan,1,high level,true
wav-syllables/kuan2.wav,kuan,2,rising,false
wav-syllables/kuan3.wav,kuan,3,low dipping (half),false
wav-syllables/kuan4.wav,kuan,4,falling,false
wav-syllables/kuan5.wav,kuan,5,neutral,false
wav-syllables/kuan6.wav,kuan,6,neutral (high),true
wav-syllables/kuang1.wav,kuang,1,high level,true
wav-syllables/kuang2.wav,kuang,2,rising,false
wav-syllables/kuang3.wav,kuang,3,low dipping (half),false
wav-syllables/kuang4.wav,kuang,4,falling,false
wav-syllables/kuang5.wav,kuang,5,neutral,false
wav-syllables/kuang6.wav,kuang,6,neutral (high),true
wav-syllables/kui1.wav,kui,1,high level,true
wav-syllables/kui2.wav,kui,2,rising,false
wav-syllables/kui3.wav,kui,3,low dipping (half),false
wav-syllables/kui4.wav,kui,4,falling,false
wav-syllables/kui5.wav,kui,5,neutral,false
wav-syllables/kui6.wav,kui,6,neutral (high),true
wav-syllables/kun1.wav,kun,1,high level,true
wav-syllables/kun2.wav,kun,2,rising,false
wav-syllables/kun3.wav,kun,3,low dipping (half),false
wav-syllables/kun4.wav,kun,4,falling,false
wav-syllables/kun5.wav,kun,5,neutral,false
wav-syllables/kun6.wav,kun,6,neutral (high),true
wav-syllables/kuo1.wav,kuo,1,high level,true
wav-syllables/kuo2.wav,kuo,2,rising,false
wav-syllables/kuo3.wav,kuo,3,low dipping (half),false
wav-syllables/kuo4.wav,kuo,4,falling,false
wav-syllables/kuo5.wav,kuo,5,neutral,false
wav-syllables/kuo6.wav,kuo,6,neutral (high),true
wav-syllables/la1.wav,la,1,high level,true
wav-syllables/la2.wav,la,2,rising,false
wav-syllables/la3.wav,la,3,low dipping (half),false
wav-syllables/la4.wav,la,4,falling,false
wav-syllables/la5.wav,la,5,neutral,false
wav-syllables/la6.wav,la,6,neutral (high),true
wav-syllables/lai1.wav,lai,1,high level,true
wav-syllables/lai2.wav,lai,2,rising,false
wav-syllables/lai3.wav,lai,3,low dipping (half),false
wav-syllables/lai4.wav,lai,4,falling,false
wav-syllables/lai5.wav,lai,5,neutral,false
wav-syllables/lai6.wav,lai,6,neutral (high),true
wav-syllables/lan1.wav,lan,1,high level,true
wav-syllables/lan2.wav,lan,2,rising,false
wav-syllables/lan3.wav,lan,3,low dipping (half),false
wav-syllables/lan4.wav,lan,4,falling,false
wav-syllables/lan5.wav,lan,5,neutral,false
wav-syllables/lan6.wav,lan,6,neutral (high),true
wav-syllables/lang1.wav,lang,1,high level,true
wav-syllables/lang2.wav,lang,2,rising,false
wav-syllables/lang3.wav,lang,3,low dipping (half),false
wav-syllables/lang4.wav,lang,4,falling,false
wav-syllables/lang5.wav,lang,5,neutral,false
wav-syllables/lang6.wav,lang,6,neutral (high),true
wav-syllables/lao1.wav,lao,1,high level,true
wav-syllables/lao2.wav,lao,2,rising,false
wav-syllables/lao3.wav,lao,3,low dipping (half),false
wav-syllables/lao4.wav,lao,4,falling,false
wav-syllables/lao5.wav,lao,5,neutral,false
wav-syllables/lao6.wav,lao,6,neutral (high),true
wav-syllables/le1.wav,le,1,high level,true
wav-syllables/le2.wav,le,2,rising,false
wav-syllables/le3.wav,le,3,low dipping (half),false
wav-syllables/le4.wav,le,4,falling,false
wav-syllables/le5.wav,le,5,neutral,false
wav-syllables/le6.wav,le,6,neutral (high),true
wav-syllables/lei1.wav,lei,1,high level,true
wav-syllables/lei2.wav,lei,2,rising,false
wav-syllables/lei3.wav,lei,3,low dipping (half),false
wav-syllables/lei4.wav,lei,4,falling,false
wav-syllables/lei5.wav,lei,5,neutral,false
wav-syllables/lei6.wav,lei,6,neutral (high),true
wav-syllables/leng1.wav,leng,1,high level,true
wav-syllables/leng2.wav,leng,2,rising,false
wav-syllables/leng3.wav,leng,3,low dipping (half),false
wav-syllables/leng4.wav,leng,4,falling,false
wav-syllables/leng5.wav,leng,5,neutral,false
wav-syllables/leng6.wav,leng,6,neutral (high),true
wav-syllables/li1.wav,li,1,high level,true
wav-syllables/li2.wav,li,2,rising,false
wav-syllables/li3.wav,li,3,low dipping (half),false
wav-syllables/li4.wav,li,4,falling,false
wav-syllables/li5.wav,li,5,neutral,false
wav-syllables/li6.wav,li,6,neutral (high),true
wav-syllables/lia1.wav,lia,1,high level,true
wav-syllables/lia2.wav,lia,2,rising,false
wav-syllables/lia3.wav,lia,3,low dipping (half),false
wav-syllables/lia4.wav,lia,4,falling,false
wav-syllables/lia5.wav,lia,5,neutral,false
wav-syllables/lia6.wav,lia,6,neutral (high),true
wav-syllables/lian1.wav,lian,1,high level,true
wav-syllables/lian2.wav,lian,2,rising,false
wav-syllables/lian3.wav,lian,3,low dipping (half),false
wav-syllables/lian4.wav,lian,4,falling,false
wav-syllables/lian5.wav,lian,5,neutral,false
wav-syllables/lian6.wav,lian,6,neutral (high),true
wav-syllables/liang1.wav,liang,1,high level,true
wav-syllables/liang2.wav,liang,2,rising,false
wav-syllables/liang3.wav,liang,3,low dipping (half),false
wav-syllables/liang4.wav,liang,4,falling,false
wav-syllables/liang5.wav,liang,5,neutral,false
wav-syllables/liang6.wav,liang,6,neutral (high),true
wav-syllables/liao1.wav,liao,1,high level,true
wav-syllables/liao2.wav,liao,2,rising,false
wav-syllables/liao3.wav,liao,3,low dipping (half),false
wav-syllables/liao4.wav,liao,4,falling,false
wav-syllables/liao5.wav,liao,5,neutral,false
wav-syllables/liao6.wav,liao,6,neutral (high),true
wav-syllables/lie1.wav,lie,1,high level,true
wav-syllables/lie2.wav,lie,2,rising,false
wav-syllables/lie3.wav,lie,3,low dipping (half),false
wav-syllables/lie4.wav,lie,4,falling,false
wav-syllables/lie5.wav,lie,5,neutral,false
wav-syllables/lie6.wav,lie,6,neutral (high),true
wav-syllables/lin1.wav,lin,1,high level,true
wav-syllables/lin2.wav,lin,2,rising,false
wav-syllables/lin3.wav,lin,3,low dipping (half),false
wav-syllables/lin4.wav,lin,4,falling,false
wav-syllables/lin5.wav,lin,5,neutral,false
wav-syllables/lin6.wav,lin,6,neutral (high),true
wav-syllables/ling1.wav,ling,1,high level,true
wav-syllables/ling2.wav,ling,2,rising,false
wav-syllables/ling3.wav,ling,3,low dipping (half),false
wav-syllables/ling4.wav,ling,4,falling,false
wav-syllables/ling5.wav,ling,5,neutral,false
wav-syllables/ling6.wav,ling,6,neutral (high),true
wav-syllables/liu1.wav,liu,1,high level,true
wav-syllables/liu2.wav,liu,2,rising,false
wav-syllables/liu3.wav,liu,3,low dipping (half),false
wav-syllables/liu4.wav,liu,4,falling,false
wav-syllables/liu5.wav,liu,5,neutral,false
wav-syllables/liu6.wav,liu,6,neutral (high),true
wav-syllables/lo1.wav,lo,1,high level,true
wav-syllables/lo2.wav,lo,2,rising,false
wav-syllables/lo3.wav,lo,3,low dipping (half),false
wav-syllables/lo4.wav,lo,4,falling,false
wav-syllables/lo5.wav,lo,5,neutral,false
wav-syllables/lo6.wav,lo,6,neutral (high),true
wav-syllables/long1.wav,long,1,high level,true
wav-syllables/long2.wav,long,2,rising,false
wav-syllables/long3.wav,long,3,low dipping (half),false
wav-syllables/long4.wav,long,4,falling,false
wav-syllables/long5.wav,long,5,neutral,false
wav-syllables/long6.wav,long,6,neutral (high),true
wav-syllables/lou1.wav,lou,1,high level,true
wav-syllables/lou2.wav,lou,2,rising,false
wav-syllables/lou3.wav,lou,3,low dipping (half),false
